ID,Case Number,Date,Primary Type,Location Description,Arrest,Domestic
100954,JC100954,06/07/2018 02:38:00 PM,THEFT,STREET,True,True
100955,JC100955,09/06/2015 07:08:00 AM,MOTOR VEHICLE THEFT,SCHOOL,True,True
100956,JC100956,07/14/2015 01:38:00 PM,CRIMINAL DAMAGE,SIDEWALK,False,False
100957,JC100957,05/24/2016 05:27:00 AM,NARCOTICS,PARKING LOT,False,True
100958,JC100958,05/08/2016 06:08:00 PM,NARCOTICS,SIDEWALK,True,False
100959,JC100959,07/07/2018 07:12:00 PM,CRIMINAL DAMAGE,APARTMENT,False,True
100960,JC100960,01/10/2016 12:54:00 AM,BURGLARY,PARKING LOT,True,True
100961,JC100961,07/18/2019 01:35:00 PM,MOTOR VEHICLE THEFT,SIDEWALK,False,True
100962,JC100962,04/23/2018 05:06:00 PM,NARCOTICS,STREET,False,True
100963,JC100963,05/15/2017 03:54:00 PM,ROBBERY,STREET,True,True
100964,JC100964,11/06/2015 10:09:00 PM,BURGLARY,RESIDENCE,True,False
100965,JC100965,04/02/2015 04:27:00 AM,ROBBERY,STREET,True,False
100966,JC100966,09/15/2018 10:16:00 AM,NARCOTICS,PARKING LOT,False,False
100967,JC100967,11/03/2016 08:06:00 AM,MOTOR VEHICLE THEFT,SIDEWALK,True,False
100968,JC100968,02/12/2018 05:25:00 AM,BATTERY,PARKING LOT,True,True
100969,JC100969,01/15/2019 04:22:00 PM,ROBBERY,STREET,False,True
100970,JC100970,04/14/2016 02:48:00 PM,CRIMINAL DAMAGE,SIDEWALK,False,False
100971,JC100971,01/16/2018 09:47:00 PM,CRIMINAL DAMAGE,PARKING LOT,False,False
100972,JC100972,05/07/2015 01:07:00 AM,ROBBERY,RESIDENCE,False,False
100973,JC100973,07/15/2016 09:21:00 PM,BURGLARY,STREET,True,False
100974,JC100974,03/03/2016 02:53:00 PM,BATTERY,PARKING LOT,False,False
100975,JC100975,11/17/2018 04:44:00 AM,NARCOTICS,PARKING LOT,True,True
100976,JC100976,02/13/2018 08:17:00 PM,CRIMINAL DAMAGE,PARKING LOT,False,False
100977,JC100977,01/27/2018 11:02:00 AM,CRIMINAL DAMAGE,RESIDENCE,True,True
100978,JC100978,08/10/2019 05:38:00 PM,ROBBERY,RESIDENCE,True,True
100979,JC100979,08/22/2017 12:27:00 PM,CRIMINAL DAMAGE,APARTMENT,True,True
100980,JC100980,07/08/2018 02:11:00 PM,ASSAULT,APARTMENT,False,True
100981,JC100981,02/11/2017 10:20:00 AM,NARCOTICS,APARTMENT,False,False
100982,JC100982,08/12/2019 03:00:00 PM,BATTERY,APARTMENT,False,False
100983,JC100983,09/03/2018 07:52:00 AM,CRIMINAL DAMAGE,RESIDENCE,False,False
100984,JC100984,04/01/2019 11:52:00 AM,BATTERY,APARTMENT,True,False
100985,JC100985,09/20/2015 03:31:00 PM,ROBBERY,SCHOOL,True,False
100986,JC100986,10/12/2016 11:56:00 PM,MOTOR VEHICLE THEFT,SIDEWALK,True,False
100987,JC100987,09/06/2016 12:30:00 AM,ASSAULT,SIDEWALK,False,True
100988,JC100988,03/18/2016 11:10:00 PM,CRIMINAL DAMAGE,SCHOOL,True,False
100989,JC100989,09/18/2016 06:46:00 PM,MOTOR VEHICLE THEFT,PARKING LOT,False,True
100990,JC100990,01/25/2016 05:02:00 PM,CRIMINAL DAMAGE,SCHOOL,True,False
100991,JC100991,06/21/2019 03:52:00 PM,THEFT,SCHOOL,True,False
100992,JC100992,07/14/2016 08:56:00 PM,NARCOTICS,SIDEWALK,True,True
100993,JC100993,08/08/2019 05:54:00 PM,THEFT,RESIDENCE,True,False
100994,JC100994,06/24/2015 04:39:00 AM,THEFT,PARKING LOT,True,False
100995,JC100995,09/05/2019 03:09:00 AM,BATTERY,SIDEWALK,False,False
100996,JC100996,09/19/2018 11:16:00 PM,MOTOR VEHICLE THEFT,SIDEWALK,True,True
100997,JC100997,07/02/2019 04:54:00 AM,THEFT,SIDEWALK,True,True
100998,JC100998,03/14/2018 04:52:00 PM,BURGLARY,APARTMENT,False,True
100999,JC100999,08/15/2018 01:36:00 PM,THEFT,PARKING LOT,True,False
101000,JC101000,09/02/2019 12:50:00 AM,ASSAULT,SCHOOL,True,True
101001,JC101001,03/17/2019 12:37:00 AM,CRIMINAL DAMAGE,SIDEWALK,True,True
101002,JC101002,08/17/2019 02:09:00 PM,ROBBERY,RESIDENCE,True,False
101003,JC101003,01/02/2016 03:12:00 PM,CRIMINAL DAMAGE,SCHOOL,False,False
101004,JC101004,04/16/2016 01:04:00 PM,MOTOR VEHICLE THEFT,PARKING LOT,False,False
101005,JC101005,04/14/2017 05:50:00 AM,BATTERY,SIDEWALK,False,False
101006,JC101006,12/21/2016 09:45:00 PM,CRIMINAL DAMAGE,SCHOOL,True,False
101007,JC101007,10/19/2017 06:31:00 PM,BATTERY,APARTMENT,True,False
101008,JC101008,10/13/2018 12:30:00 PM,ASSAULT,SIDEWALK,False,False
101009,JC101009,02/09/2016 01:12:00 AM,BURGLARY,RESIDENCE,True,False
101010,JC101010,09/22/2019 06:18:00 AM,THEFT,APARTMENT,False,True
101011,JC101011,09/04/2018 07:19:00 PM,ROBBERY,SIDEWALK,False,False
101012,JC101012,01/16/2017 06:19:00 AM,ROBBERY,STREET,True,True
101013,JC101013,03/23/2015 02:18:00 AM,CRIMINAL DAMAGE,STREET,False,False
101014,JC101014,09/22/2016 01:22:00 PM,ROBBERY,PARKING LOT,True,True
101015,JC101015,08/27/2018 04:13:00 AM,MOTOR VEHICLE THEFT,STREET,False,False
101016,JC101016,07/13/2017 11:42:00 AM,BATTERY,STREET,False,True
101017,JC101017,09/21/2019 12:34:00 PM,CRIMINAL DAMAGE,SIDEWALK,False,False
101018,JC101018,08/03/2019 05:09:00 PM,BATTERY,STREET,False,True
101019,JC101019,04/17/2016 01:12:00 AM,THEFT,PARKING LOT,False,True
101020,JC101020,03/05/2016 12:50:00 PM,ROBBERY,RESIDENCE,False,False
101021,JC101021,04/08/2015 05:58:00 AM,BURGLARY,RESIDENCE,True,False
101022,JC101022,11/11/2018 12:42:00 AM,BATTERY,SIDEWALK,True,False
101023,JC101023,01/20/2015 12:26:00 PM,BATTERY,APARTMENT,False,True
101024,JC101024,12/19/2016 05:46:00 AM,ASSAULT,SCHOOL,True,False
101025,JC101025,01/11/2017 06:36:00 PM,CRIMINAL DAMAGE,RESIDENCE,False,False
101026,JC101026,11/16/2015 03:03:00 PM,CRIMINAL DAMAGE,RESIDENCE,False,False
101027,JC101027,05/10/2015 01:10:00 PM,BATTERY,PARKING LOT,False,True
101028,JC101028,02/22/2017 12:26:00 PM,NARCOTICS,SIDEWALK,False,False
101029,JC101029,06/14/2018 05:47:00 AM,ASSAULT,PARKING LOT,True,True
101030,JC101030,11/23/2017 12:48:00 PM,THEFT,APARTMENT,True,True
101031,JC101031,11/02/2015 08:51:00 PM,THEFT,PARKING LOT,True,True
101032,JC101032,08/19/2017 10:26:00 PM,THEFT,SIDEWALK,True,True
101033,JC101033,01/02/2015 10:52:00 PM,BURGLARY,STREET,False,False
101034,JC101034,03/04/2016 09:45:00 PM,NARCOTICS,RESIDENCE,False,True
101035,JC101035,06/04/2016 10:00:00 PM,ASSAULT,PARKING LOT,False,False
101036,JC101036,12/25/2016 07:38:00 AM,BURGLARY,STREET,False,False
101037,JC101037,06/11/2018 01:49:00 PM,CRIMINAL DAMAGE,STREET,True,False
101038,JC101038,02/27/2017 02:55:00 PM,NARCOTICS,APARTMENT,True,False
101039,JC101039,10/17/2016 01:56:00 PM,BURGLARY,SIDEWALK,False,False
101040,JC101040,11/04/2015 05:26:00 AM,ASSAULT,RESIDENCE,False,False
101041,JC101041,08/20/2019 02:38:00 PM,NARCOTICS,SIDEWALK,True,True
101042,JC101042,11/10/2019 03:47:00 AM,THEFT,APARTMENT,False,False
101043,JC101043,06/03/2016 04:41:00 AM,BURGLARY,STREET,False,True
101044,JC101044,02/26/2015 12:53:00 PM,THEFT,RESIDENCE,True,False
101045,JC101045,09/23/2015 11:54:00 PM,BATTERY,PARKING LOT,True,False
101046,JC101046,04/14/2015 02:27:00 PM,CRIMINAL DAMAGE,SCHOOL,True,True
101047,JC101047,02/28/2015 07:20:00 PM,THEFT,PARKING LOT,False,False
101048,JC101048,03/01/2017 08:53:00 AM,MOTOR VEHICLE THEFT,APARTMENT,False,False
101049,JC101049,02/11/2015 05:54:00 PM,ASSAULT,SCHOOL,True,False
101050,JC101050,05/03/2018 06:55:00 AM,ROBBERY,SIDEWALK,True,False
101051,JC101051,12/27/2019 03:20:00 AM,BURGLARY,RESIDENCE,True,False
101052,JC101052,01/10/2015 04:41:00 AM,NARCOTICS,STREET,True,True
101053,JC101053,10/15/2019 07:00:00 AM,BATTERY,APARTMENT,True,True
101054,JC101054,08/16/2016 03:59:00 PM,ASSAULT,STREET,False,False
101055,JC101055,05/22/2018 03:58:00 PM,ASSAULT,APARTMENT,True,False
101056,JC101056,11/17/2015 06:07:00 AM,THEFT,STREET,False,False
101057,JC101057,06/22/2015 09:13:00 AM,ROBBERY,RESIDENCE,True,True
101058,JC101058,08/06/2018 03:40:00 AM,BURGLARY,STREET,False,False
101059,JC101059,03/19/2018 10:30:00 AM,THEFT,RESIDENCE,True,False
101060,JC101060,01/20/2015 05:01:00 PM,CRIMINAL DAMAGE,RESIDENCE,False,True
101061,JC101061,05/07/2017 08:55:00 PM,ROBBERY,SIDEWALK,False,True
101062,JC101062,12/27/2016 11:12:00 AM,ASSAULT,SIDEWALK,False,False
101063,JC101063,03/14/2016 02:28:00 AM,THEFT,RESIDENCE,False,False
101064,JC101064,09/16/2018 04:44:00 AM,ROBBERY,PARKING LOT,True,False
101065,JC101065,10/23/2016 12:58:00 AM,CRIMINAL DAMAGE,SCHOOL,True,False
101066,JC101066,10/18/2016 05:31:00 PM,ROBBERY,PARKING LOT,False,True
101067,JC101067,10/18/2016 04:31:00 AM,THEFT,STREET,False,False
101068,JC101068,08/15/2018 04:34:00 PM,ROBBERY,PARKING LOT,True,False
101069,JC101069,09/27/2015 02:15:00 AM,BURGLARY,PARKING LOT,True,True
101070,JC101070,06/23/2018 10:24:00 PM,THEFT,PARKING LOT,True,True
101071,JC101071,11/26/2018 10:57:00 PM,ASSAULT,SCHOOL,True,True
101072,JC101072,03/07/2018 06:16:00 AM,NARCOTICS,RESIDENCE,True,False
101073,JC101073,12/11/2017 04:19:00 PM,ROBBERY,SCHOOL,True,False
101074,JC101074,02/05/2017 01:20:00 AM,BURGLARY,SIDEWALK,False,True
101075,JC101075,11/10/2015 06:57:00 AM,ASSAULT,APARTMENT,False,False
101076,JC101076,10/11/2017 05:59:00 AM,THEFT,STREET,False,True
101077,JC101077,04/04/2015 12:35:00 AM,BURGLARY,APARTMENT,False,False
101078,JC101078,12/21/2019 04:30:00 AM,MOTOR VEHICLE THEFT,SCHOOL,False,True
101079,JC101079,02/10/2017 05:14:00 PM,MOTOR VEHICLE THEFT,SCHOOL,True,True
101080,JC101080,12/21/2018 03:15:00 PM,THEFT,SIDEWALK,True,False
101081,JC101081,08/28/2015 12:22:00 PM,ROBBERY,SIDEWALK,True,False
101082,JC101082,06/23/2019 10:10:00 PM,CRIMINAL DAMAGE,SCHOOL,True,True
101083,JC101083,12/23/2015 05:57:00 PM,MOTOR VEHICLE THEFT,SIDEWALK,False,True
101084,JC101084,06/14/2018 02:57:00 PM,MOTOR VEHICLE THEFT,PARKING LOT,False,True
101085,JC101085,08/18/2019 06:28:00 AM,BURGLARY,STREET,True,False
101086,JC101086,06/15/2015 07:44:00 AM,CRIMINAL DAMAGE,SCHOOL,False,False
101087,JC101087,08/17/2015 08:46:00 AM,ASSAULT,SIDEWALK,True,False
101088,JC101088,04/27/2017 02:08:00 AM,BATTERY,SIDEWALK,True,True
101089,JC101089,11/20/2016 03:27:00 PM,NARCOTICS,STREET,True,False
101090,JC101090,01/31/2019 12:06:00 PM,BURGLARY,STREET,True,False
101091,JC101091,10/18/2015 12:03:00 AM,ASSAULT,RESIDENCE,True,False
101092,JC101092,12/28/2016 10:06:00 PM,BURGLARY,APARTMENT,True,True
101093,JC101093,01/31/2019 03:34:00 PM,CRIMINAL DAMAGE,SIDEWALK,False,False
101094,JC101094,12/10/2017 11:28:00 PM,THEFT,SIDEWALK,True,False
101095,JC101095,08/03/2019 06:18:00 AM,NARCOTICS,PARKING LOT,True,True
101096,JC101096,01/06/2015 01:50:00 AM,NARCOTICS,APARTMENT,False,True
101097,JC101097,07/28/2015 04:29:00 AM,ROBBERY,SCHOOL,False,True
101098,JC101098,06/23/2015 10:17:00 AM,MOTOR VEHICLE THEFT,APARTMENT,True,False
101099,JC101099,08/16/2017 06:24:00 PM,NARCOTICS,APARTMENT,True,True
101100,JC101100,08/08/2019 03:39:00 AM,NARCOTICS,APARTMENT,True,False
101101,JC101101,02/28/2016 06:18:00 PM,THEFT,SIDEWALK,True,True
101102,JC101102,07/30/2019 06:48:00 PM,THEFT,PARKING LOT,True,True
101103,JC101103,07/15/2015 10:29:00 AM,BATTERY,SCHOOL,False,False
101104,JC101104,11/26/2018 08:19:00 AM,NARCOTICS,STREET,True,False
101105,JC101105,04/29/2017 01:23:00 AM,ROBBERY,SIDEWALK,True,True
101106,JC101106,01/21/2015 10:07:00 AM,THEFT,PARKING LOT,True,True
101107,JC101107,11/23/2019 05:41:00 PM,BATTERY,SCHOOL,False,False
101108,JC101108,04/15/2016 09:52:00 AM,ROBBERY,APARTMENT,True,True
101109,JC101109,04/27/2019 09:33:00 AM,CRIMINAL DAMAGE,APARTMENT,False,False
101110,JC101110,08/20/2019 12:21:00 PM,ROBBERY,PARKING LOT,True,False
101111,JC101111,11/18/2018 05:07:00 AM,BATTERY,SIDEWALK,False,False
101112,JC101112,01/14/2015 11:30:00 AM,BATTERY,STREET,True,True
101113,JC101113,01/04/2018 04:41:00 PM,THEFT,APARTMENT,True,False
101114,JC101114,01/14/2015 02:13:00 PM,ASSAULT,APARTMENT,True,True
101115,JC101115,06/29/2015 03:03:00 PM,ASSAULT,STREET,False,False
101116,JC101116,08/21/2019 09:54:00 AM,BURGLARY,SCHOOL,False,True
101117,JC101117,08/01/2015 09:10:00 AM,THEFT,SCHOOL,False,False
101118,JC101118,04/09/2018 11:46:00 AM,MOTOR VEHICLE THEFT,STREET,False,True
101119,JC101119,10/31/2019 02:24:00 AM,BATTERY,APARTMENT,False,False
101120,JC101120,12/11/2017 02:48:00 AM,ROBBERY,SCHOOL,True,False
101121,JC101121,05/31/2016 04:22:00 PM,MOTOR VEHICLE THEFT,STREET,False,False
101122,JC101122,03/12/2019 05:08:00 AM,CRIMINAL DAMAGE,APARTMENT,True,True
101123,JC101123,11/27/2016 03:58:00 AM,CRIMINAL DAMAGE,APARTMENT,False,True
101124,JC101124,08/30/2016 11:25:00 PM,CRIMINAL DAMAGE,SCHOOL,False,False
101125,JC101125,11/27/2019 04:37:00 PM,THEFT,APARTMENT,True,False
101126,JC101126,02/05/2018 10:26:00 AM,NARCOTICS,SIDEWALK,True,False
101127,JC101127,01/07/2019 01:23:00 AM,ASSAULT,STREET,True,True
101128,JC101128,11/23/2015 06:25:00 AM,ROBBERY,STREET,False,False
101129,JC101129,01/23/2016 10:31:00 PM,BURGLARY,RESIDENCE,True,False
101130,JC101130,10/26/2015 04:02:00 AM,ASSAULT,PARKING LOT,True,False
101131,JC101131,04/27/2018 08:51:00 AM,BATTERY,STREET,True,True
101132,JC101132,09/03/2016 06:46:00 PM,CRIMINAL DAMAGE,APARTMENT,True,True
101133,JC101133,05/30/2016 08:54:00 PM,BATTERY,STREET,True,True
101134,JC101134,04/16/2017 03:51:00 AM,NARCOTICS,PARKING LOT,False,False
101135,JC101135,03/05/2016 04:35:00 AM,CRIMINAL DAMAGE,SIDEWALK,False,False
101136,JC101136,04/26/2019 04:27:00 PM,THEFT,PARKING LOT,True,False
101137,JC101137,12/08/2016 07:01:00 PM,ROBBERY,APARTMENT,False,False
101138,JC101138,01/15/2015 04:02:00 PM,ASSAULT,SIDEWALK,False,False
101139,JC101139,04/10/2017 10:40:00 AM,ASSAULT,SCHOOL,True,True
101140,JC101140,03/24/2016 02:35:00 AM,CRIMINAL DAMAGE,RESIDENCE,True,False
101141,JC101141,02/11/2017 04:58:00 AM,ASSAULT,RESIDENCE,True,True
101142,JC101142,03/13/2017 02:35:00 AM,CRIMINAL DAMAGE,STREET,False,False
101143,JC101143,09/11/2016 09:31:00 PM,BATTERY,STREET,False,True
101144,JC101144,02/09/2019 06:06:00 AM,THEFT,RESIDENCE,True,False
101145,JC101145,08/10/2018 06:32:00 PM,MOTOR VEHICLE THEFT,RESIDENCE,False,False
101146,JC101146,02/12/2017 07:17:00 AM,NARCOTICS,APARTMENT,True,True
101147,JC101147,12/14/2017 07:52:00 PM,THEFT,APARTMENT,True,False
101148,JC101148,04/04/2019 12:33:00 AM,MOTOR VEHICLE THEFT,SCHOOL,True,False
101149,JC101149,07/08/2019 10:37:00 PM,MOTOR VEHICLE THEFT,SCHOOL,True,False
101150,JC101150,01/05/2015 11:02:00 PM,ASSAULT,APARTMENT,False,True
101151,JC101151,09/29/2019 10:39:00 PM,BURGLARY,SCHOOL,False,False
101152,JC101152,12/10/2018 05:24:00 AM,THEFT,STREET,False,False
101153,JC101153,03/24/2018 08:36:00 PM,THEFT,APARTMENT,True,False
101154,JC101154,01/01/2019 11:44:00 AM,BURGLARY,SCHOOL,False,False
101155,JC101155,06/09/2016 04:44:00 PM,NARCOTICS,APARTMENT,True,False
101156,JC101156,02/14/2017 01:15:00 PM,ASSAULT,STREET,False,False
101157,JC101157,11/25/2019 08:30:00 AM,MOTOR VEHICLE THEFT,APARTMENT,False,False
101158,JC101158,12/07/2018 07:46:00 PM,THEFT,APARTMENT,False,False
101159,JC101159,04/05/2016 12:30:00 AM,ROBBERY,APARTMENT,False,False
101160,JC101160,10/18/2016 02:01:00 AM,THEFT,SIDEWALK,False,False
101161,JC101161,05/10/2017 12:52:00 PM,THEFT,SCHOOL,False,False
101162,JC101162,02/02/2015 10:25:00 PM,NARCOTICS,STREET,True,False
101163,JC101163,10/16/2018 09:33:00 PM,BATTERY,SCHOOL,False,True
101164,JC101164,04/01/2017 10:55:00 PM,CRIMINAL DAMAGE,STREET,True,False
101165,JC101165,10/09/2017 03:41:00 AM,CRIMINAL DAMAGE,SIDEWALK,True,False
101166,JC101166,05/07/2019 07:56:00 AM,MOTOR VEHICLE THEFT,APARTMENT,True,True
101167,JC101167,03/20/2018 01:25:00 PM,ROBBERY,STREET,True,False
101168,JC101168,07/30/2017 11:49:00 PM,THEFT,SIDEWALK,True,True
101169,JC101169,01/23/2017 03:05:00 PM,BURGLARY,RESIDENCE,False,True
101170,JC101170,03/28/2017 12:43:00 AM,BATTERY,PARKING LOT,True,True
101171,JC101171,09/07/2018 10:13:00 PM,ROBBERY,PARKING LOT,True,False
101172,JC101172,03/21/2015 06:53:00 PM,CRIMINAL DAMAGE,SIDEWALK,True,False
101173,JC101173,12/18/2016 08:03:00 AM,THEFT,RESIDENCE,False,False
101174,JC101174,09/16/2015 05:19:00 PM,THEFT,SCHOOL,True,True
101175,JC101175,06/12/2017 01:31:00 PM,BATTERY,SCHOOL,True,True
101176,JC101176,10/10/2015 10:31:00 PM,BURGLARY,RESIDENCE,True,True
101177,JC101177,02/22/2017 12:26:00 PM,ROBBERY,PARKING LOT,False,True
101178,JC101178,03/28/2019 03:00:00 AM,BURGLARY,RESIDENCE,False,False
101179,JC101179,01/16/2017 07:35:00 AM,THEFT,APARTMENT,True,True
101180,JC101180,12/28/2015 11:51:00 PM,BATTERY,SCHOOL,False,True
101181,JC101181,09/07/2018 11:50:00 PM,MOTOR VEHICLE THEFT,PARKING LOT,False,False
101182,JC101182,05/03/2016 07:21:00 AM,MOTOR VEHICLE THEFT,SIDEWALK,True,False
101183,JC101183,01/24/2017 02:48:00 PM,ASSAULT,SIDEWALK,False,False
101184,JC101184,11/01/2017 04:58:00 AM,MOTOR VEHICLE THEFT,APARTMENT,False,True
101185,JC101185,06/29/2017 11:09:00 AM,ROBBERY,SCHOOL,True,True
101186,JC101186,03/28/2019 08:57:00 AM,THEFT,PARKING LOT,False,False
101187,JC101187,10/28/2018 03:21:00 AM,THEFT,APARTMENT,True,False
101188,JC101188,06/22/2015 03:25:00 PM,BATTERY,SCHOOL,False,True
101189,JC101189,10/07/2018 07:32:00 AM,ROBBERY,SIDEWALK,False,False
101190,JC101190,01/09/2019 04:55:00 AM,ASSAULT,PARKING LOT,False,True
101191,JC101191,03/28/2015 07:31:00 PM,ASSAULT,APARTMENT,False,True
101192,JC101192,12/19/2018 07:56:00 AM,MOTOR VEHICLE THEFT,APARTMENT,False,True
101193,JC101193,11/06/2019 09:13:00 AM,MOTOR VEHICLE THEFT,RESIDENCE,True,False
101194,JC101194,10/11/2016 01:15:00 PM,ASSAULT,SCHOOL,False,False
101195,JC101195,05/27/2017 08:23:00 PM,THEFT,SIDEWALK,False,False
101196,JC101196,07/05/2015 10:13:00 PM,BATTERY,APARTMENT,True,False
101197,JC101197,10/01/2018 12:12:00 PM,THEFT,STREET,True,True
101198,JC101198,01/30/2018 12:14:00 AM,ASSAULT,STREET,True,True
101199,JC101199,08/19/2015 02:42:00 AM,CRIMINAL DAMAGE,SCHOOL,False,False
101200,JC101200,09/13/2015 03:40:00 AM,BURGLARY,STREET,False,True
101201,JC101201,03/28/2017 04:50:00 PM,MOTOR VEHICLE THEFT,STREET,True,False
101202,JC101202,08/04/2017 04:50:00 PM,NARCOTICS,SCHOOL,True,False
101203,JC101203,03/08/2019 07:11:00 PM,CRIMINAL DAMAGE,SCHOOL,False,False
101204,JC101204,04/05/2016 12:27:00 AM,ASSAULT,SIDEWALK,False,True
101205,JC101205,06/14/2018 04:40:00 PM,ROBBERY,STREET,True,True
101206,JC101206,12/26/2017 11:39:00 AM,ASSAULT,APARTMENT,True,False
101207,JC101207,01/29/2018 05:57:00 AM,ROBBERY,SIDEWALK,False,False
101208,JC101208,06/18/2015 12:33:00 PM,ROBBERY,PARKING LOT,False,False
101209,JC101209,06/24/2016 10:04:00 PM,CRIMINAL DAMAGE,STREET,True,True
101210,JC101210,04/26/2017 10:24:00 PM,ROBBERY,RESIDENCE,False,False
101211,JC101211,06/12/2019 12:05:00 PM,MOTOR VEHICLE THEFT,SIDEWALK,True,False
101212,JC101212,01/04/2019 09:16:00 PM,BURGLARY,RESIDENCE,True,False
101213,JC101213,12/31/2017 12:33:00 PM,BATTERY,SCHOOL,True,True
101214,JC101214,04/17/2017 06:57:00 AM,BURGLARY,STREET,True,True
101215,JC101215,01/11/2018 10:53:00 AM,BURGLARY,PARKING LOT,True,True
101216,JC101216,01/05/2018 06:01:00 AM,CRIMINAL DAMAGE,APARTMENT,True,False
101217,JC101217,01/04/2019 01:28:00 AM,NARCOTICS,SCHOOL,True,True
101218,JC101218,01/28/2018 09:06:00 PM,NARCOTICS,SIDEWALK,False,False
101219,JC101219,01/22/2015 07:23:00 PM,ASSAULT,PARKING LOT,True,False
101220,JC101220,05/29/2015 05:05:00 AM,THEFT,APARTMENT,True,True
101221,JC101221,07/27/2019 12:38:00 PM,THEFT,APARTMENT,False,True
101222,JC101222,11/20/2018 11:05:00 AM,MOTOR VEHICLE THEFT,STREET,False,False
101223,JC101223,07/02/2016 04:38:00 AM,ROBBERY,PARKING LOT,True,True
101224,JC101224,03/09/2016 05:54:00 PM,CRIMINAL DAMAGE,RESIDENCE,True,True
101225,JC101225,09/24/2018 12:08:00 PM,THEFT,SCHOOL,True,False
101226,JC101226,02/06/2016 08:33:00 AM,ROBBERY,STREET,False,True
101227,JC101227,12/10/2019 06:51:00 AM,CRIMINAL DAMAGE,PARKING LOT,False,False
101228,JC101228,05/12/2017 05:14:00 AM,BATTERY,PARKING LOT,False,False
101229,JC101229,12/29/2019 07:08:00 AM,CRIMINAL DAMAGE,RESIDENCE,True,True
101230,JC101230,04/08/2018 06:47:00 PM,BURGLARY,RESIDENCE,True,False
101231,JC101231,07/25/2016 01:07:00 AM,MOTOR VEHICLE THEFT,SCHOOL,False,True
101232,JC101232,07/24/2015 08:09:00 PM,THEFT,RESIDENCE,False,False
101233,JC101233,10/17/2019 06:15:00 PM,ASSAULT,SIDEWALK,True,True
101234,JC101234,07/03/2019 08:22:00 PM,CRIMINAL DAMAGE,PARKING LOT,True,True
101235,JC101235,06/28/2016 10:44:00 AM,NARCOTICS,PARKING LOT,False,False
101236,JC101236,09/23/2015 04:36:00 AM,MOTOR VEHICLE THEFT,PARKING LOT,False,False
101237,JC101237,08/02/2018 05:02:00 AM,THEFT,STREET,False,False
101238,JC101238,10/07/2016 04:47:00 PM,CRIMINAL DAMAGE,SIDEWALK,False,True
101239,JC101239,11/11/2018 03:31:00 AM,NARCOTICS,PARKING LOT,False,True
101240,JC101240,04/21/2017 10:04:00 AM,ROBBERY,PARKING LOT,False,True
101241,JC101241,05/21/2018 12:21:00 AM,MOTOR VEHICLE THEFT,RESIDENCE,False,True
101242,JC101242,01/04/2017 09:42:00 PM,BATTERY,PARKING LOT,True,True
101243,JC101243,08/09/2018 07:27:00 AM,THEFT,SIDEWALK,False,False
101244,JC101244,10/24/2018 04:58:00 PM,NARCOTICS,APARTMENT,True,True
101245,JC101245,07/04/2017 06:47:00 AM,ASSAULT,SCHOOL,True,False
101246,JC101246,10/28/2016 03:20:00 AM,CRIMINAL DAMAGE,STREET,True,False
101247,JC101247,05/04/2017 02:05:00 AM,MOTOR VEHICLE THEFT,SCHOOL,True,True
101248,JC101248,10/29/2015 10:34:00 PM,MOTOR VEHICLE THEFT,RESIDENCE,False,True
101249,JC101249,08/18/2016 07:59:00 AM,BATTERY,RESIDENCE,True,False
101250,JC101250,02/08/2017 05:48:00 AM,MOTOR VEHICLE THEFT,SIDEWALK,True,True
101251,JC101251,10/30/2017 09:54:00 AM,ASSAULT,RESIDENCE,False,True
101252,JC101252,06/10/2016 07:34:00 AM,BURGLARY,PARKING LOT,False,False
101253,JC101253,09/09/2018 10:30:00 PM,NARCOTICS,PARKING LOT,False,True
101254,JC101254,01/26/2019 10:42:00 AM,BURGLARY,SIDEWALK,False,False
101255,JC101255,02/21/2015 08:07:00 PM,THEFT,APARTMENT,True,True
101256,JC101256,09/29/2017 02:51:00 PM,ASSAULT,STREET,False,True
101257,JC101257,10/10/2018 04:53:00 PM,NARCOTICS,SIDEWALK,False,False
101258,JC101258,08/17/2015 07:10:00 PM,NARCOTICS,PARKING LOT,False,True
101259,JC101259,05/10/2017 03:00:00 PM,BATTERY,SCHOOL,False,True
101260,JC101260,07/15/2017 01:54:00 PM,CRIMINAL DAMAGE,PARKING LOT,True,True
101261,JC101261,10/24/2015 02:30:00 PM,MOTOR VEHICLE THEFT,PARKING LOT,True,False
101262,JC101262,01/01/2019 01:37:00 AM,BURGLARY,STREET,False,True
101263,JC101263,06/29/2016 12:46:00 AM,NARCOTICS,APARTMENT,False,True
101264,JC101264,04/04/2015 03:00:00 AM,BATTERY,SIDEWALK,True,False
101265,JC101265,11/22/2015 10:00:00 PM,CRIMINAL DAMAGE,PARKING LOT,True,True
101266,JC101266,02/26/2017 12:57:00 AM,NARCOTICS,SIDEWALK,True,True
101267,JC101267,03/19/2018 09:42:00 AM,BATTERY,PARKING LOT,False,True
101268,JC101268,06/06/2016 02:29:00 PM,THEFT,SCHOOL,True,True
101269,JC101269,02/03/2018 07:04:00 PM,BATTERY,STREET,False,False
101270,JC101270,08/11/2017 05:22:00 AM,BURGLARY,RESIDENCE,True,True
101271,JC101271,04/14/2019 03:37:00 PM,THEFT,APARTMENT,True,True
101272,JC101272,09/13/2015 11:18:00 PM,ASSAULT,STREET,True,True
